labels,key_words,review
FOOD,3 Pizza,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.
QUALITY,3 Pizza,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.
RESTAURANT,3 NEG,It hits the spot every time
GENERAL,3 NEG,It hits the spot every time
RESTAURANT,3 Williamsburg spot,This tiny Williamsburg spot is always pleasantly surprising.
GENERAL,3 Williamsburg spot,This tiny Williamsburg spot is always pleasantly surprising.
FOOD,3 pizza,The pizza is delicious and the proprietor is one of the nicest in NYC.
QUALITY,3 pizza,The pizza is delicious and the proprietor is one of the nicest in NYC.
RESTAURANT,3 NEG,I've been many time and have never been disappointed.
GENERAL,3 NEG,I've been many time and have never been disappointed.
FOOD,3 NEG,They even scoop it out nice (for those on a diet) not too much not to little.
STYLE_OPTIONS,3 NEG,They even scoop it out nice (for those on a diet) not too much not to little.
FOOD,3 cream cheeses,The cream cheeses are out of this world and I love that coffee!!
QUALITY,3 cream cheeses,The cream cheeses are out of this world and I love that coffee!!
SERVICE,3 NEG,A little crowded but they move that line really fast!
GENERAL,3 NEG,A little crowded but they move that line really fast!
RESTAURANT,1 NEG,A little pricey but it really hits the spot on a Sunday morning!
PRICES,1 NEG,A little pricey but it really hits the spot on a Sunday morning!
FOOD,2 Bagels,"Bagels are ok, but be sure not to make any special requests!"
QUALITY,2 Bagels,"Bagels are ok, but be sure not to make any special requests!"
SERVICE,1 manager,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
GENERAL,1 manager,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
FOOD,1 NEG,Be sure not to get anything other than bagels!..
QUALITY,1 NEG,Be sure not to get anything other than bagels!..
FOOD,1 turkey burgers,the turkey burgers are scary!
QUALITY,1 turkey burgers,the turkey burgers are scary!
FOOD,1 Japanese food,The worst excuse for Japanese food I've ever encountered.
QUALITY,1 Japanese food,The worst excuse for Japanese food I've ever encountered.
FOOD,1 soup for the udon,The soup for the udon was soy sauce and water.
QUALITY,1 soup for the udon,The soup for the udon was soy sauce and water.
FOOD,1 sushi,The sushi was awful!
QUALITY,1 sushi,The sushi was awful!
FOOD,1 rice,The rice was poor quality and was cooked so badly it was hard.
QUALITY,1 rice,The rice was poor quality and was cooked so badly it was hard.
FOOD,1 rice,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting."
QUALITY,1 rice,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting."
FOOD,1 fish,"The fish was adequate, but inexpertly sliced."
STYLE_OPTIONS,1 fish,"The fish was adequate, but inexpertly sliced."
FOOD,1 Japanese cuisine,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
QUALITY,1 Japanese cuisine,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
SERVICE,3 service,"Good, fast service."
GENERAL,3 service,"Good, fast service."
RESTAURANT,3 NEG,I would highly recommend.
GENERAL,3 NEG,I would highly recommend.
FOOD,3 Food,Food is great and inexpensive.
QUALITY,3 Food,Food is great and inexpensive.
LOCATION,3 location,The location is perfect.
GENERAL,3 location,The location is perfect.
RESTAURANT,3 NEG,Give it a try and enjoy.
GENERAL,3 NEG,Give it a try and enjoy.
AMBIENCE,1 place,"Well, this place is so Ghetto its not even funny."
GENERAL,1 place,"Well, this place is so Ghetto its not even funny."
DRINKS,1 bottle minimun,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
PRICES,1 bottle minimun,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
RESTAURANT,1 NEG,Would NEVER go back there.
GENERAL,1 NEG,Would NEVER go back there.
FOOD,3 Pizza,Awsome Pizza especially the Margheritta slice.
QUALITY,3 Pizza,Awsome Pizza especially the Margheritta slice.
SERVICE,3 NEG,Always busy but fast moving.
GENERAL,3 NEG,Always busy but fast moving.
AMBIENCE,3 atmoshere,Great atmoshere and worth every bit.
GENERAL,3 atmoshere,Great atmoshere and worth every bit.
RESTAURANT,3 NEG,Open late (well as late as I ever got there and I'm a night person)
MISCELLANEOUS,3 NEG,Open late (well as late as I ever got there and I'm a night person)
SERVICE,3 staff,Winnie and her staff are the best crew you can find serving you.
GENERAL,3 staff,Winnie and her staff are the best crew you can find serving you.
FOOD,3 food,The food is reliable and the price is moderate.
QUALITY,3 food,The food is reliable and the price is moderate.
RESTAURANT,3 NEG,What more can you ask for?
GENERAL,3 NEG,What more can you ask for?
FOOD,3 Thai food,"For authentic Thai food, look no further than Toons."
QUALITY,3 Thai food,"For authentic Thai food, look no further than Toons."
FOOD,3 Pad Thai,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious."
QUALITY,3 Pad Thai,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious."
RESTAURANT,3 restaurant,Everything about this restaurant was special.
GENERAL,3 restaurant,Everything about this restaurant was special.
SERVICE,3 service,"The service was attentive, yet discreet."
GENERAL,3 service,"The service was attentive, yet discreet."
FOOD,3 NEG,The flavors robust and subtle.
QUALITY,3 NEG,The flavors robust and subtle.
FOOD,3 brioche and lollies,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
QUALITY,3 brioche and lollies,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
RESTAURANT,3 NEG,I'm saving up for my next visit.
GENERAL,3 NEG,I'm saving up for my next visit.
AMBIENCE,3 place,The place was quiet and delightful.
GENERAL,3 place,The place was quiet and delightful.
SERVICE,3 Service,Service was good and food is wonderful.
GENERAL,3 Service,Service was good and food is wonderful.
FOOD,3 salmon,I did not try the caviar but I tried their salmon and crab salad (they are all good)  
QUALITY,3 salmon,I did not try the caviar but I tried their salmon and crab salad (they are all good)  
RESTAURANT,3 spot,It is definitely a good spot for snacks and chat.
GENERAL,3 spot,It is definitely a good spot for snacks and chat.
RESTAURANT,3 Lucky Strike,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city."
GENERAL,3 Lucky Strike,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city."
SERVICE,3 wait staff,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
GENERAL,3 wait staff,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
FOOD,3 food,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries."
QUALITY,3 food,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries."
AMBIENCE,3 late night atmosphere,"But the best part about LS is the late night atmosphere, delightfully free of the BTs."
GENERAL,3 late night atmosphere,"But the best part about LS is the late night atmosphere, delightfully free of the BTs."
DRINKS,3 martini,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music."
QUALITY,3 martini,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music."
AMBIENCE,3 in-house lady DJ,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests."
GENERAL,3 in-house lady DJ,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests."
RESTAURANT,3 place,You can't go wrong with this place.
GENERAL,3 place,You can't go wrong with this place.
RESTAURANT,3 Suan,Suan is a great place that I often take my friends (classmates) too.
GENERAL,3 Suan,Suan is a great place that I often take my friends (classmates) too.
LOCATION,3 location,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again."
GENERAL,3 location,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again."
FOOD,3 Thai,I LOVE their Thai
QUALITY,3 Thai,I LOVE their Thai
FOOD,3 noodles with shrimp and chicken and coconut juice,noodles with shrimp and chicken and coconut juice is the MUST!
QUALITY,3 noodles with shrimp and chicken and coconut juice,noodles with shrimp and chicken and coconut juice is the MUST!
RESTAURANT,3 Suan,I will go back to Suan soon!
GENERAL,3 Suan,I will go back to Suan soon!
AMBIENCE,3 terrace,In summer-eat outside on a terrace (another great feature of Suan)!!!
GENERAL,3 terrace,In summer-eat outside on a terrace (another great feature of Suan)!!!
SERVICE,3 staff,I cannot imagine a friendlier staff working in a restaurant.
GENERAL,3 staff,I cannot imagine a friendlier staff working in a restaurant.
FOOD,3 Indian food,I cannot imagine better Indian food in all of the city.
QUALITY,3 Indian food,I cannot imagine better Indian food in all of the city.
RESTAURANT,3 NEG,I cannot imagine you not rushing out to eat there.
GENERAL,3 NEG,I cannot imagine you not rushing out to eat there.
FOOD,1 chef,"During the course of the past 3 months, the chef and staff changed and it was not for the better."
QUALITY,1 chef,"During the course of the past 3 months, the chef and staff changed and it was not for the better."
RESTAURANT,1 NEG,I wish they would change back to what it was before.
GENERAL,1 NEG,I wish they would change back to what it was before.
FOOD,1 food,The food now is inconsistent.
QUALITY,1 food,The food now is inconsistent.
RESTAURANT,3 place,This is the kind of place you'd like to take all your friends to and still keep a secret.
MISCELLANEOUS,3 place,This is the kind of place you'd like to take all your friends to and still keep a secret.
AMBIENCE,3 setting,The setting is casual and romantic.
GENERAL,3 setting,The setting is casual and romantic.
RESTAURANT,3 NEG,Prices are very good.
PRICES,3 NEG,Prices are very good.
FOOD,3 food,The food is excellent! 
QUALITY,3 food,The food is excellent! 
FOOD,3 balsamic vinegar over icecream,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!"
QUALITY,3 balsamic vinegar over icecream,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!"
FOOD,1 Go Go Hamburgers,"Do not get the Go Go Hamburgers, no matter what the reviews say."
QUALITY,1 Go Go Hamburgers,"Do not get the Go Go Hamburgers, no matter what the reviews say."
FOOD,1 NEG,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.
QUALITY,1 NEG,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.
FOOD,1 dim sum,"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
PRICES,1 dim sum,"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
FOOD,3 NEG,Steamed fresh so brought hot hot hot to your table.
QUALITY,3 NEG,Steamed fresh so brought hot hot hot to your table.
SERVICE,1 wait,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative."
GENERAL,1 wait,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative."
FOOD,1 turnip cake,"A few tips: skip the turnip cake, roast pork buns and egg custards."
QUALITY,1 turnip cake,"A few tips: skip the turnip cake, roast pork buns and egg custards."
FOOD,1 NEG,These are overpriced and you can get better just around the corner:
PRICES,1 NEG,These are overpriced and you can get better just around the corner:
RESTAURANT,3 NEG,I was pleasantly suprised.
GENERAL,3 NEG,I was pleasantly suprised.
FOOD,3 food,The food was exceptional.
QUALITY,3 food,The food was exceptional.
FOOD,3 braised lamb shank in red wine,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent."
QUALITY,3 braised lamb shank in red wine,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent."
SERVICE,3 service,The service was friendly and the atmosphere was casual.
GENERAL,3 service,The service was friendly and the atmosphere was casual.
FOOD,3 meal,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal
QUALITY,3 meal,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal
AMBIENCE,3 interior decor,this little place has a cute interior decor and affordable city prices.
GENERAL,3 interior decor,this little place has a cute interior decor and affordable city prices.
FOOD,3 pad se ew chicken,"the pad se ew chicken was delicious, however the pad thai was far too oily."
QUALITY,3 pad se ew chicken,"the pad se ew chicken was delicious, however the pad thai was far too oily."
RESTAURANT,3 Ginger House,"Have eaten at Ginger House several times, and it's always good."
GENERAL,3 Ginger House,"Have eaten at Ginger House several times, and it's always good."
FOOD,3 fried dumplings,The fried dumplings are GREAT!
QUALITY,3 fried dumplings,The fried dumplings are GREAT!
RESTAURANT,3 Chinese restaurant,Finally a reliable Chinese restaurant!
GENERAL,3 Chinese restaurant,Finally a reliable Chinese restaurant!
SERVICE,1 customer service,This place would be so much better served by being run by a group that actually understands customer service.
GENERAL,1 customer service,This place would be so much better served by being run by a group that actually understands customer service.
RESTAURANT,1 NEG,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it."
MISCELLANEOUS,1 NEG,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it."
SERVICE,1 NEG,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!"
GENERAL,1 NEG,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!"
SERVICE,1 NEG,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything."
GENERAL,1 NEG,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything."
SERVICE,1 management,"Terrible, terrible management - deserves to be shut-down."
GENERAL,1 management,"Terrible, terrible management - deserves to be shut-down."
RESTAURANT,3 NEG,Never fails to please.
GENERAL,3 NEG,Never fails to please.
FOOD,3 bagels,"delicious bagels, especially when right out of the oven."
QUALITY,3 bagels,"delicious bagels, especially when right out of the oven."
FOOD,3 Spreads,Spreads and toppings are great - though a bit pricey.
QUALITY,3 Spreads,Spreads and toppings are great - though a bit pricey.
SERVICE,3 Service,Service is fast and friendly.
GENERAL,3 Service,Service is fast and friendly.
SERVICE,1 NEG,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
GENERAL,1 NEG,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
SERVICE,3 NEG,But that is highly forgivable.
GENERAL,3 NEG,But that is highly forgivable.
RESTAURANT,2 NEG,"Been there, done that, and New York, it's not that big a deal."
GENERAL,2 NEG,"Been there, done that, and New York, it's not that big a deal."
FOOD,1 food,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
QUALITY,1 food,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
RESTAURANT,1 NEG,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
MISCELLANEOUS,1 NEG,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
RESTAURANT,2 Rao,"Rao is a good restaurant, but it's nothing special."
GENERAL,2 Rao,"Rao is a good restaurant, but it's nothing special."
FOOD,3 indian cuisine,"But after last night, Spice Grill is the only place I'm eating indian cuisine."
QUALITY,3 indian cuisine,"But after last night, Spice Grill is the only place I'm eating indian cuisine."
FOOD,3 shrimp appetizers,You must try the shrimp appetizers.
QUALITY,3 shrimp appetizers,You must try the shrimp appetizers.
FOOD,3 NEG,Even my Indian friend couldn't believe how good and tasty everything was.
QUALITY,3 NEG,Even my Indian friend couldn't believe how good and tasty everything was.
AMBIENCE,3 ambience,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.
GENERAL,3 ambience,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.
FOOD,3 food,"Great food, great prices, great service."
QUALITY,3 food,"Great food, great prices, great service."
FOOD,3 eats,"If you are looking for a good quality, cheap eats - this is the place."
QUALITY,3 eats,"If you are looking for a good quality, cheap eats - this is the place."
FOOD,3 indian food,it's a perfect place to have a amanzing indian food.
QUALITY,3 indian food,it's a perfect place to have a amanzing indian food.
FOOD,3 cheff,I really loved the different and inovated touch that's the cheff gives to the food.
STYLE_OPTIONS,3 cheff,I really loved the different and inovated touch that's the cheff gives to the food.
AMBIENCE,3 place,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!"
GENERAL,3 place,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!"
FOOD,1 bagels,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience."
QUALITY,1 bagels,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience."
FOOD,3 bagels,Great bagels made the old-fashioned way.
QUALITY,3 bagels,Great bagels made the old-fashioned way.
SERVICE,1 service,Drawbacks: service is slow and they don't toast!
GENERAL,1 service,Drawbacks: service is slow and they don't toast!
FOOD,3 food,The food was absolutely amazing!!
QUALITY,3 food,The food was absolutely amazing!!
FOOD,3 baked clams octopus,The baked clams octopus we shared as appetizers were the best we've ever had!! 
QUALITY,3 baked clams octopus,The baked clams octopus we shared as appetizers were the best we've ever had!! 
FOOD,3 lamb,"The lamb was tender so full of flavor, the dessert was divine!!"
QUALITY,3 lamb,"The lamb was tender so full of flavor, the dessert was divine!!"
SERVICE,3 waiter,The waiter was attentive.
GENERAL,3 waiter,The waiter was attentive.
AMBIENCE,3 place,The place itself is beautiful the bar scene seems to be happening.
GENERAL,3 place,The place itself is beautiful the bar scene seems to be happening.
FOOD,2 Appetizers,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one."
QUALITY,2 Appetizers,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one."
FOOD,1 salmon,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good."
QUALITY,1 salmon,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good."
FOOD,1 Dessert,Dessert is a joke...dont bother
QUALITY,1 Dessert,Dessert is a joke...dont bother
SERVICE,3 service,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly."
GENERAL,3 service,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly."
AMBIENCE,3 feel,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine."
GENERAL,3 feel,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine."
FOOD,3 anti-pasta,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains."
QUALITY,3 anti-pasta,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains."
DRINKS,3 wine list,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
STYLE_OPTIONS,3 wine list,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
RESTAURANT,2 NEG,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
PRICES,2 NEG,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
RESTAURANT,3 place,Fantastic place.
GENERAL,3 place,Fantastic place.
AMBIENCE,3 NEG,Cute and decorative.
GENERAL,3 NEG,Cute and decorative.
RESTAURANT,3 NEG,A pleasant surprise.
GENERAL,3 NEG,A pleasant surprise.
AMBIENCE,3 NEG,Go there to relax and feel like your somewhere else.
GENERAL,3 NEG,Go there to relax and feel like your somewhere else.
RESTAURANT,3 Lucky Strike,Lucky Strike is a great casual place to just grab a bite to eat.
GENERAL,3 Lucky Strike,Lucky Strike is a great casual place to just grab a bite to eat.
FOOD,3 food,"Great food, great decor, great service."
QUALITY,3 food,"Great food, great decor, great service."
RESTAURANT,3 NEG,I recommend it!
GENERAL,3 NEG,I recommend it!
RESTAURANT,3 spot,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!"
MISCELLANEOUS,3 spot,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!"
DRINKS,3 SEASONAL beer,(Always ask the bartender for the SEASONAL beer!!!
QUALITY,3 SEASONAL beer,(Always ask the bartender for the SEASONAL beer!!!
DRINKS,3 NEG,Guaranteed to be a tasty experience!)
QUALITY,3 NEG,Guaranteed to be a tasty experience!)
RESTAURANT,3 spot,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.
MISCELLANEOUS,3 spot,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.
RESTAURANT,3 Heartland Brewery,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!
GENERAL,3 Heartland Brewery,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!
RESTAURANT,3 NEG,All the people that I bring there go back on their own and bring THEIR friends!
MISCELLANEOUS,3 NEG,All the people that I bring there go back on their own and bring THEIR friends!
RESTAURANT,3 NEG,Go there once and oh yes...you will go back...you will...
GENERAL,3 NEG,Go there once and oh yes...you will go back...you will...
RESTAURANT,3 place,What a great place!
GENERAL,3 place,What a great place!
AMBIENCE,3 restaurant,Not the typical NYC gimmick theme restaurant.
GENERAL,3 restaurant,Not the typical NYC gimmick theme restaurant.
AMBIENCE,3 bar,"A cool bar with great food, and tons of excellent beer."
GENERAL,3 bar,"A cool bar with great food, and tons of excellent beer."
SERVICE,3 NEG,And even with it's Pub atmosphere they were great to my kids too!
GENERAL,3 NEG,And even with it's Pub atmosphere they were great to my kids too!
RESTAURANT,3 NEG,Loved it!
GENERAL,3 NEG,Loved it!
FOOD,3 shrimp scampi,The shrimp scampi was excellent and the antipasti were plentiful.
QUALITY,3 shrimp scampi,The shrimp scampi was excellent and the antipasti were plentiful.
RESTAURANT,1 NEG,It is expensive but well worth the money.
PRICES,1 NEG,It is expensive but well worth the money.
RESTAURANT,3 Corona,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona."
GENERAL,3 Corona,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona."
FOOD,3 food,The only thing more wonderful than the food (which is exceptional) is the service.
QUALITY,3 food,The only thing more wonderful than the food (which is exceptional) is the service.
SERVICE,3 waiters,The only thing the waiters don't do for you is wipe your chin when you leave.
GENERAL,3 waiters,The only thing the waiters don't do for you is wipe your chin when you leave.
RESTAURANT,3 NEG,Wonderful at holiday time.
MISCELLANEOUS,3 NEG,Wonderful at holiday time.
AMBIENCE,3 atomosphere,Cozy romantic atomosphere with only around 15 tables at most.
GENERAL,3 atomosphere,Cozy romantic atomosphere with only around 15 tables at most.
SERVICE,3 Service,Service was very prompt but slightly rushed.
GENERAL,3 Service,Service was very prompt but slightly rushed.
FOOD,2 Food,"Food was very good, but not what I would consider out of this world."
QUALITY,2 Food,"Food was very good, but not what I would consider out of this world."
AMBIENCE,3 NEG,Go here for a romantic dinner but not for an all out wow dining experience.
GENERAL,3 NEG,Go here for a romantic dinner but not for an all out wow dining experience.
RESTAURANT,3 NEG,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.
MISCELLANEOUS,3 NEG,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.
FOOD,1 food,Too bad the food wasn't of the same heritage.
QUALITY,1 food,Too bad the food wasn't of the same heritage.
FOOD,1 porcini mushroom pasta special,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
QUALITY,1 porcini mushroom pasta special,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
FOOD,1 NEG,A real dissapointment.
QUALITY,1 NEG,A real dissapointment.
FOOD,1 tiramisu,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.
QUALITY,1 tiramisu,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.
FOOD,1 NEG,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.
QUALITY,1 NEG,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.
RESTAURANT,1 NEG,Priced at upper intermediate range.
PRICES,1 NEG,Priced at upper intermediate range.
RESTAURANT,3 place,I really liked this place.
GENERAL,3 place,I really liked this place.
FOOD,3 NEG,"Everything I had was good, and I'm a eater."
QUALITY,3 NEG,"Everything I had was good, and I'm a eater."
RESTAURANT,3 NEG,It was pretty inexpensive too.
PRICES,3 NEG,It was pretty inexpensive too.
FOOD,3 BBQ ribs,This place has the best Chinese style BBQ ribs in the city.
QUALITY,3 BBQ ribs,This place has the best Chinese style BBQ ribs in the city.
FOOD,3 rice dishes,I also recommend the rice dishes or the different varieties of congee (rice porridge).
QUALITY,3 rice dishes,I also recommend the rice dishes or the different varieties of congee (rice porridge).
RESTAURANT,3 NEG,It's great to go for a quick lunch either alone or with a friend.
MISCELLANEOUS,3 NEG,It's great to go for a quick lunch either alone or with a friend.
RESTAURANT,1 place,It's definately not a place to go if you want to impress someone.
MISCELLANEOUS,1 place,It's definately not a place to go if you want to impress someone.
FOOD,3 food,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
QUALITY,3 food,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
SERVICE,3 service,Quick and friendly service.
GENERAL,3 service,Quick and friendly service.
RESTAURANT,3 NEG,This is one of the best comfort food places in the city.
GENERAL,3 NEG,This is one of the best comfort food places in the city.
RESTAURANT,3 NEG,It's somewhere you can eat and be happy.
GENERAL,3 NEG,It's somewhere you can eat and be happy.
AMBIENCE,3 main dining room,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
GENERAL,3 main dining room,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
FOOD,3 food,"The food is wonderful, tasty and filling, and the service is professional and friendly."
QUALITY,3 food,"The food is wonderful, tasty and filling, and the service is professional and friendly."
AMBIENCE,3 patio,"I can't wait for summer, when they serve outside on their gigantic patio."
GENERAL,3 patio,"I can't wait for summer, when they serve outside on their gigantic patio."
RESTAURANT,3 Suan,I recently tried Suan and I thought that it was great.
GENERAL,3 Suan,I recently tried Suan and I thought that it was great.
FOOD,3 food,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
STYLE_OPTIONS,3 food,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
SERVICE,3 service,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
GENERAL,3 service,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
RESTAURANT,3 NEG,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.
GENERAL,3 NEG,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.
SERVICE,3 NEG,They all know you.
GENERAL,3 NEG,They all know you.
FOOD,3 food,Good food.
QUALITY,3 food,Good food.
DRINKS,3 drink,Good drink.
QUALITY,3 drink,Good drink.
RESTAURANT,3 NEG,How do you rate home?
MISCELLANEOUS,3 NEG,How do you rate home?
FOOD,3 cheescake,I have never had cheescake like this.
QUALITY,3 cheescake,I have never had cheescake like this.
FOOD,3 NEG,I thought I had died and gone to heaven.
QUALITY,3 NEG,I thought I had died and gone to heaven.
RESTAURANT,3 spot,"Great spot, whether looking for a couple of drinks or quiet dinner."
GENERAL,3 spot,"Great spot, whether looking for a couple of drinks or quiet dinner."
AMBIENCE,3 NEG,Warm and friendly in the winter and terrific outdoor seating in the warmer months.
GENERAL,3 NEG,Warm and friendly in the winter and terrific outdoor seating in the warmer months.
FOOD,3 food,The food is great and they have a good selecion of wines at reasonable prices.
QUALITY,3 food,The food is great and they have a good selecion of wines at reasonable prices.
RESTAURANT,3 NEG,Have been several times and it never dissapoints.
GENERAL,3 NEG,Have been several times and it never dissapoints.
RESTAURANT,1 NEG,We were less than impressed.
GENERAL,1 NEG,We were less than impressed.
AMBIENCE,3 ambiance,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
GENERAL,3 ambiance,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
FOOD,1 chicken casserole,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
